id,date,price,bedrooms,bathrooms,floors,waterfront,condition,grade,yr_built,yr_renovated,zipcode,lat,long
9547205180,20140613T000000,696000,3,2.5,1.5,0,3,8,1930,2002,98115,47.6827,-122.31
9435300030,20140528T000000,550000,4,1,1,0,1,5,1933,0,98052,47.6621,-122.132
2768000400,20141230T000000,640000,4,2,2,0,4,8,1904,0,98107,47.6702,-122.362
7895500070,20150213T000000,240000,4,1,1,0,2,7,1969,0,98001,47.3341,-122.282
2078500320,20140620T000000,605000,4,2.5,2,0,3,8,1996,0,98056,47.5301,-122.18
5547700270,20140715T000000,625000,4,2.5,2,0,3,9,2000,0,98074,47.6145,-122.027
7766200013,20140811T000000,775000,4,2.25,1,0,3,8,1984,0,98166,47.445,-122.347
7203220400,20140707T000000,861990,5,2.75,2,0,3,9,2014,0,98053,47.6848,-122.016
9270200160,20141028T000000,685000,3,1,2,0,3,7,1922,0,98119,47.6413,-122.364
1432701230,20140729T000000,309000,3,1,1,0,4,6,1959,0,98058,47.4485,-122.175
8035350320,20140718T000000,488000,3,2.5,2,0,3,8,2003,0,98019,47.7443,-121.977
8945200830,20150325T000000,210490,3,1,1,0,3,6,1966,0,98023,47.3066,-122.371
4178300310,20140716T000000,785000,4,2.5,2,0,4,9,1981,0,98007,47.6194,-122.151
9215400105,20150428T000000,450000,3,1.75,1,0,4,7,1953,0,98115,47.6796,-122.301
822039084,20150311T000000,1.35E+06,3,2.5,1,1,5,9,1953,0,98070,47.4041,-122.451
5245600105,20140916T000000,228000,3,1,1,0,3,7,1955,0,98148,47.4258,-122.322
7231300125,20150217T000000,345000,5,2.5,1,0,4,8,1966,0,98056,47.4934,-122.189
7518505990,20141231T000000,600000,3,1.75,1,0,4,7,1950,0,98117,47.6808,-122.384
3626039271,20150205T000000,585000,2,1.75,1,0,3,7,1981,0,98117,47.6989,-122.369
4217401195,20150303T000000,920000,5,2.25,1.5,0,3,8,1927,0,98105,47.6571,-122.281
9822700295,20140512T000000,885000,4,2.5,2,0,3,9,1995,0,98105,47.6597,-122.29
9478500640,20140819T000000,292500,4,2.5,2,0,3,7,2008,0,98042,47.3663,-122.114
2799800710,20150407T000000,301000,3,2.5,2,0,3,8,2003,0,98042,47.3663,-122.122
7922800400,20140827T000000,951000,5,3.25,2,0,4,8,1968,0,98008,47.588,-122.116
8079040320,20150223T000000,430000,4,3,2,0,3,8,1991,0,98059,47.5059,-122.149
1516000055,20141210T000000,650000,3,2.25,1,0,4,8,1959,0,98166,47.4336,-122.339
9558200045,20140828T000000,289000,3,1.75,1,0,3,7,1954,0,98148,47.4366,-122.335
5072410070,20141021T000000,505000,3,1.75,2,0,5,8,1973,0,98166,47.4428,-122.344
9528102996,20141207T000000,549000,3,1.75,3,0,3,8,2014,0,98115,47.6765,-122.32
1189001180,20140603T000000,425000,3,2.25,1,0,3,7,1979,0,98122,47.6113,-122.297
3253500160,20141120T000000,317625,3,2.75,1.5,0,5,7,1925,0,98144,47.5747,-122.304
3394100030,20140909T000000,975000,4,2.5,2,0,3,10,1989,0,98004,47.5815,-122.192
3717000160,20141009T000000,287000,4,2.5,2,0,3,7,2005,0,98001,47.3378,-122.257
1274500060,20140825T000000,204000,3,1,1,0,4,7,1968,0,98042,47.3621,-122.11
1802000060,20140612T000000,1.33E+06,5,2.25,1,0,3,8,1965,0,98004,47.6303,-122.215
1525059190,20140912T000000,1.04E+06,5,3.25,1,0,4,11,1973,0,98005,47.6525,-122.16
1049000060,20150105T000000,325000,3,2,1,0,4,7,1972,0,98034,47.7362,-122.179
8820901275,20140610T000000,571000,4,2,1.5,0,5,7,1916,0,98125,47.7168,-122.287
5416510140,20140710T000000,360000,4,2.5,2,0,3,8,2005,0,98038,47.3608,-122.036
3444100400,20150316T000000,349000,3,1.75,1,0,5,7,1965,0,98042,47.3511,-122.073
3276920270,20141105T000000,832500,4,4,2,0,4,10,1986,0,98075,47.5822,-121.987
4036801170,20141013T000000,380000,4,1.75,1,0,3,7,1956,0,98008,47.6034,-122.125
2391600320,20150420T000000,480000,3,1,1,0,3,7,1941,0,98116,47.5636,-122.394
6300000287,20140609T000000,410000,3,1,1,0,4,7,1956,0,98133,47.7073,-122.34
1531000030,20150323T000000,720000,4,2.5,2,0,3,10,2002,0,98010,47.342,-122.025
5104520400,20141202T000000,390000,3,2.5,2,0,3,8,2003,0,98038,47.3512,-122.008
7437100340,20141222T000000,360000,4,2.5,2,0,3,7,1992,0,98038,47.349,-122.031
9418400240,20141028T000000,355000,2,1,1,0,3,7,1948,0,98118,47.5474,-122.291
1523059105,20150128T000000,356000,3,1.5,1,0,3,8,1964,0,98059,47.4811,-122.149
1133000671,20140602T000000,315000,3,1,1,0,3,6,1952,0,98125,47.7264,-122.31
4232902595,20141114T000000,940000,3,1.5,2,0,3,9,1925,0,98119,47.6337,-122.365
2599001200,20141103T000000,305000,5,2.25,1.5,0,5,7,1961,0,98092,47.2909,-122.189
3342103156,20140618T000000,461000,3,3.25,2,0,3,9,2006,0,98056,47.5228,-122.199
1332700270,20140519T000000,215000,2,2.25,2,0,4,7,1979,0,98056,47.518,-122.194
3869900162,20140904T000000,335000,2,1.75,2,0,3,7,2006,0,98136,47.5394,-122.387
2791500270,20140522T000000,243500,4,2.5,2,0,3,7,1988,0,98023,47.2897,-122.372
5036300431,20150311T000000,1.10E+06,5,2.75,2,0,4,10,2001,0,98199,47.6506,-122.391
4168000060,20150226T000000,153000,3,1,1,0,3,7,1962,0,98023,47.322,-122.351
6021501535,20140725T000000,430000,3,1.5,1,0,3,8,1939,0,98117,47.687,-122.386
6021501535,20141223T000000,700000,3,1.5,1,0,3,8,1939,0,98117,47.687,-122.386
1483300570,20140908T000000,905000,4,2.5,1,0,3,7,1946,1991,98040,47.5873,-122.249
3422049190,20150330T000000,247500,3,1.75,1,0,3,7,1967,0,98032,47.3576,-122.277
1099611230,20140912T000000,199000,4,1.5,1,0,4,7,1975,0,98023,47.3036,-122.378
722079104,20140711T000000,314000,3,1.75,1,0,5,7,1980,0,98038,47.4109,-121.958
7338200240,20140516T000000,437500,3,2.5,2,0,3,9,1992,0,98045,47.4838,-121.714
1952200240,20140611T000000,850830,3,2.5,1.5,0,5,9,1910,0,98102,47.6415,-122.315
5200100125,20141027T000000,555000,3,2,1.5,0,4,7,1929,0,98117,47.6775,-122.372
7214720075,20141212T000000,699950,3,2.25,2,0,4,8,1983,0,98077,47.7731,-122.08
2450000295,20141007T000000,1.09E+06,3,2.5,2,0,3,8,1950,2010,98004,47.5814,-122.196
6197800045,20140924T000000,290000,3,1,1,0,3,7,1954,0,98058,47.4375,-122.184
1328310370,20150402T000000,375000,3,2.5,1,0,4,8,1978,0,98058,47.4431,-122.133
546000875,20140523T000000,460000,3,1,1.5,0,4,7,1939,0,98117,47.6878,-122.38
3530510041,20140723T000000,188500,2,1.75,1,0,4,8,1985,0,98198,47.3813,-122.322
1853000400,20150305T000000,680000,4,2.5,2,0,4,10,1991,0,98077,47.7304,-122.082
3134100116,20140827T000000,470000,5,1.75,2,0,4,7,1942,0,98052,47.6417,-122.109
9545230140,20140725T000000,597750,4,2.5,2,0,3,8,1984,0,98027,47.5386,-122.053
3362400511,20150304T000000,570000,3,1.75,1,0,5,6,1905,0,98103,47.6823,-122.349
2525310310,20140916T000000,272500,3,1.75,1,0,4,7,1980,0,98038,47.3624,-122.031
6126500060,20141124T000000,329950,3,1.75,1,0,3,7,1971,0,98108,47.5474,-122.295
8961960160,20141028T000000,480000,4,2.5,2,0,3,9,2001,0,98001,47.3183,-122.253
3626039325,20141121T000000,740500,3,3.5,2,0,3,8,1900,1999,98117,47.6981,-122.368
3362400431,20140626T000000,518500,3,3.5,3,0,3,8,2010,0,98103,47.6824,-122.347
4060000240,20140623T000000,205425,2,1,1,0,4,6,1945,0,98178,47.5009,-122.248
3454800060,20150108T000000,171800,4,2,1,0,3,6,1950,0,98168,47.4965,-122.303
1695900060,20150511T000000,535000,4,1,1.5,0,4,7,1925,0,98144,47.587,-122.294
7278700070,20150102T000000,660000,3,2.5,1,0,3,8,1964,0,98177,47.7728,-122.386
6675500070,20141119T000000,391500,3,2,1,0,3,7,1987,0,98034,47.7288,-122.226
3626039187,20150406T000000,395000,2,1,1,0,3,6,1953,0,98117,47.6999,-122.364
3524049083,20141104T000000,445000,4,1.75,1.5,0,5,7,1924,0,98118,47.5299,-122.266
3275860240,20140618T000000,770000,3,2.25,2,0,3,9,1990,0,98052,47.6897,-122.098
4389200955,20150302T000000,1.45E+06,4,2.75,1.5,0,3,8,1914,1992,98004,47.6141,-122.212
4058801670,20140717T000000,445000,3,2.25,1,0,3,8,1967,0,98178,47.5091,-122.244
8732020310,20140717T000000,260000,4,2.25,1,0,3,8,1978,0,98023,47.3129,-122.39
2331300505,20140613T000000,822500,5,3.5,2,0,5,7,1926,0,98103,47.6763,-122.352
7853210060,20150406T000000,430000,4,2.5,2,0,3,7,2004,0,98065,47.5319,-121.85
3668000070,20150105T000000,212000,3,1.75,1,0,4,7,1986,0,98092,47.2761,-122.152
9545240070,20150428T000000,660500,4,2.25,1,0,3,8,1986,0,98027,47.5343,-122.054
1243100136,20140612T000000,784000,3,3.5,1.5,0,3,9,1989,0,98052,47.697,-122.072
8929000270,20140512T000000,453246,3,2.5,2,0,3,8,2014,0,98029,47.5517,-121.998
2767602356,20150126T000000,675000,4,3.5,3,0,3,9,2005,0,98107,47.6734,-122.38
921049315,20140813T000000,199000,3,1.75,1,0,4,7,1956,0,98003,47.3257,-122.296
3655000070,20140805T000000,220000,4,1.75,1,0,3,7,1968,0,98003,47.3309,-122.299
4027700812,20140529T000000,452000,4,2.25,1,0,4,8,1968,0,98028,47.7689,-122.266
3992700335,20140707T000000,382500,2,1,1,0,3,6,1981,0,98125,47.7135,-122.287
2767603505,20140507T000000,519950,3,2.25,3,0,3,8,2014,0,98107,47.6722,-122.381
4232901525,20140627T000000,665000,2,1,1,0,3,7,1925,0,98119,47.6338,-122.358
1777500060,20140708T000000,527700,5,2.5,1,0,4,8,1968,0,98006,47.5707,-122.128
1432900240,20150508T000000,205000,3,1,1,0,4,7,1962,0,98058,47.4563,-122.171
6140100875,20150415T000000,420000,3,1,1,0,4,7,1923,0,98133,47.7144,-122.351
6071600370,20150227T000000,500000,4,2.25,1,0,4,8,1961,0,98006,47.5495,-122.174
1526069017,20141203T000000,921500,4,2.5,2,0,4,9,1994,0,98077,47.7421,-122.026
809001525,20140625T000000,890000,4,1,2,0,3,8,1905,0,98109,47.6354,-122.353
3224079105,20140806T000000,430000,2,2.5,2,0,3,7,2007,0,98027,47.5262,-121.943
8075400570,20141030T000000,258000,5,2,1,0,4,8,1960,0,98032,47.3887,-122.286
1994200024,20141104T000000,511000,3,1,1,0,3,7,1947,0,98103,47.6873,-122.336
3362900810,20140820T000000,532170,3,2,2,0,3,8,1990,0,98103,47.6838,-122.353
1324300398,20150409T000000,560000,3,1,1.5,0,3,7,1947,0,98107,47.655,-122.359
537000445,20150331T000000,282950,3,1,1,0,4,7,1954,0,98003,47.3255,-122.304
7855801670,20150401T000000,2.25E+06,4,3.25,2,0,3,12,2006,0,98006,47.562,-122.162
7920100045,20140516T000000,350000,1,1,1,0,3,7,1942,0,98115,47.679,-122.3
8960000030,20140728T000000,215000,3,1,1,0,4,7,1967,0,98058,47.4479,-122.176
6388930390,20141120T000000,650000,5,3.5,2,0,3,9,1996,0,98056,47.525,-122.172
8731900200,20140807T000000,320000,4,2.75,1,0,3,8,1967,0,98023,47.3135,-122.369
8029200135,20141113T000000,247000,3,2,1.5,0,3,7,1916,2013,98022,47.2086,-121.996
1081200350,20141003T000000,320000,4,1.75,1,0,4,8,1968,0,98059,47.4715,-122.118
84000105,20140507T000000,255000,5,2.25,1,0,3,7,1962,0,98146,47.4877,-122.335
3756500060,20150309T000000,438000,3,1.75,1,0,3,7,1962,0,98034,47.7171,-122.193
7215720160,20150304T000000,900000,3,2.5,2,0,3,10,2000,0,98075,47.6012,-122.023
3574800520,20140620T000000,441000,3,2.75,1,0,3,7,1979,0,98034,47.7319,-122.224
2617300160,20140812T000000,420000,3,2,1,0,4,7,1975,0,98027,47.4582,-122.023
2558660270,20141208T000000,370000,3,1.75,1,0,3,7,1976,0,98034,47.7209,-122.168
2009000370,20150219T000000,269950,2,1.75,1,0,5,5,1949,0,98198,47.408,-122.327
1836980160,20150324T000000,807100,4,2.5,2,0,3,9,1999,0,98006,47.565,-122.125
3261020370,20140605T000000,653000,3,2.5,1,0,4,8,1979,0,98034,47.7028,-122.231
1755700060,20140611T000000,371500,3,2,1,0,5,7,1964,0,98133,47.7458,-122.331
4330600435,20150316T000000,284000,3,1.75,1,0,3,7,1954,0,98166,47.4776,-122.337
9542800700,20150102T000000,272000,3,1.75,1,0,4,7,1978,0,98023,47.3026,-122.374
1999700045,20140502T000000,313000,3,1.5,1.5,0,3,7,1955,0,98133,47.7658,-122.339
1762600070,20150116T000000,917500,4,2.5,2,0,3,10,1984,0,98033,47.6477,-122.182
1687900520,20140929T000000,673000,4,2.25,2,0,4,8,1980,0,98006,47.5619,-122.125
7234600798,20150210T000000,425000,3,2.5,2,0,3,8,2008,0,98122,47.6106,-122.31
3881900445,20140709T000000,399950,5,2.75,1,0,3,7,1986,0,98144,47.5868,-122.308
2254502445,20140530T000000,385000,3,1,1,0,3,6,1901,0,98122,47.6101,-122.307
5437810320,20141117T000000,269950,3,1.5,1,0,4,7,1975,0,98022,47.1976,-121.999
9158100075,20150107T000000,330000,2,1,1,0,3,7,1949,0,98177,47.7224,-122.358
3830630310,20140725T000000,260000,3,2.5,2,0,3,7,1988,0,98030,47.3505,-122.179
8123100045,20150414T000000,470000,4,3,1.5,0,4,7,1925,0,98126,47.5384,-122.376
3127200041,20140613T000000,589000,4,3,2,0,5,7,1961,0,98034,47.7044,-122.2
6661200320,20140723T000000,163500,2,1.5,2,0,3,7,1996,0,98038,47.3848,-122.039
11510310,20140905T000000,835000,4,2.75,2,0,3,9,1993,0,98052,47.6993,-122.102
825059270,20141121T000000,1.10E+06,5,3,1,0,4,10,1986,0,98033,47.6627,-122.188
8731951370,20150415T000000,269000,4,1.75,1,0,4,8,1969,0,98023,47.3099,-122.379
1954440060,20140505T000000,560000,3,2.5,2,0,3,8,1987,0,98074,47.62,-122.043
2264500350,20150418T000000,615000,4,1,1.5,0,4,6,1901,0,98103,47.65,-122.34
1115810060,20141205T000000,585188,3,2.25,1,0,3,8,1975,0,98052,47.6647,-122.153
9477200200,20140818T000000,305000,3,1.75,1,0,3,7,1977,0,98034,47.726,-122.191
1432600560,20141105T000000,166950,3,1,1,0,3,6,1959,0,98058,47.4616,-122.184
2287000060,20140912T000000,799000,3,2.5,1,0,4,8,1959,0,98040,47.5505,-122.219
3663500060,20140625T000000,400000,3,2.5,1,0,4,7,1962,0,98133,47.7606,-122.336
3996900125,20141201T000000,230000,3,1,1,0,3,7,1948,0,98155,47.7481,-122.3
7796450200,20140515T000000,256883,3,2.5,2,0,3,8,2003,0,98023,47.2779,-122.347
7549802535,20141111T000000,423000,4,2,1.5,0,5,7,1920,0,98108,47.5511,-122.312
3278600320,20140723T000000,465000,3,2.5,2,0,3,8,2007,0,98126,47.5488,-122.372
2824079053,20150113T000000,440000,3,2.5,2,0,3,7,1997,0,98024,47.5385,-121.911
1222069094,20141014T000000,385000,3,1.75,1,0,4,7,1969,0,98038,47.4058,-121.994
3542300060,20150311T000000,210000,3,1,1,0,4,6,1943,0,98056,47.5093,-122.184
2222059065,20141112T000000,297000,3,2.5,2,0,3,8,1994,0,98042,47.3777,-122.165
7551300060,20140716T000000,470000,3,1,1,0,3,7,1952,0,98107,47.675,-122.394
100600550,20140804T000000,226500,3,1.5,1,0,4,7,1976,0,98023,47.3025,-122.37
3211100860,20150303T000000,274250,3,1,1,0,4,6,1962,0,98059,47.4787,-122.158
3456000310,20140804T000000,840000,4,1.75,1,0,4,9,1966,0,98040,47.5378,-122.219
9526600140,20140919T000000,677900,3,2.5,2,0,3,8,2010,0,98052,47.7073,-122.114
7465900060,20150205T000000,425000,3,1,1,0,3,7,1915,0,98116,47.5733,-122.381
1222000055,20141123T000000,180250,2,0.75,1,0,3,6,1941,0,98166,47.4604,-122.339
6300000550,20140717T000000,464000,6,3,2,0,3,7,1920,1994,98133,47.7067,-122.343
2310030510,20150422T000000,320000,4,2.25,2,0,3,8,1993,0,98038,47.354,-122.047
1025049114,20140717T000000,625504,3,2.25,2,0,3,8,2014,0,98105,47.6647,-122.284
8677300550,20140515T000000,592500,4,2.5,1,0,3,9,1983,0,98074,47.6143,-122.017
4014400292,20150114T000000,465000,3,2.5,2,0,3,9,2005,0,98001,47.3185,-122.275
1102000196,20140527T000000,477000,4,2.75,2,0,3,8,1978,0,98118,47.5458,-122.268
257000138,20150115T000000,280000,2,1,1,0,3,6,1923,0,98168,47.4889,-122.299
46100204,20150221T000000,1.51E+06,5,3,1,0,3,9,1957,1991,98040,47.5673,-122.21
1909600046,20140703T000000,445838,3,2.5,2,0,3,8,2000,0,98146,47.5133,-122.379
1250202145,20140828T000000,1.07E+06,2,2.25,1,0,3,8,1947,0,98144,47.5884,-122.291
7611200125,20141023T000000,467000,2,1.5,1,0,4,8,1947,0,98177,47.7145,-122.367
5611500140,20140822T000000,686000,4,2.5,2,0,3,10,1999,0,98075,47.5836,-122.026
7138000260,20140605T000000,279950,3,2,1,0,3,7,1961,0,98198,47.398,-122.299
626059335,20140904T000000,527000,4,2.25,2,0,3,8,1987,0,98011,47.7663,-122.215
1922059282,20140918T000000,325000,3,2.25,1,0,4,8,1966,0,98030,47.3758,-122.217
705700390,20140903T000000,328000,3,2.25,2,0,3,7,1994,0,98038,47.3828,-122.023
7454001200,20140604T000000,390000,3,2.25,1,0,5,7,1942,0,98146,47.5123,-122.373
8682281200,20150309T000000,479950,2,2,1,0,3,8,2005,0,98053,47.7076,-122.013
7972000200,20140529T000000,264950,4,2.25,1,0,4,7,1978,0,98023,47.2922,-122.371
722059070,20150115T000000,235000,3,1,1,0,4,7,1961,0,98031,47.4075,-122.214
7202340400,20150303T000000,516500,3,2.5,2,0,3,7,2004,0,98053,47.6794,-122.034
8096000060,20150413T000000,655000,2,1.75,2,1,3,7,1915,1978,98166,47.4497,-122.375
2424000060,20140616T000000,500000,4,2.75,1,0,5,7,1960,0,98059,47.5218,-122.164
9264902050,20141121T000000,315000,6,2.75,1,0,3,8,1978,0,98023,47.3103,-122.339
943100260,20141120T000000,213000,2,1,1,0,3,6,1961,0,98024,47.5687,-121.899
3677400445,20140902T000000,475000,3,1.5,1.5,0,5,7,1947,0,98108,47.5575,-122.303
1762600320,20140610T000000,1.03E+06,5,4,2,0,3,10,1983,0,98033,47.6489,-122.183
4058000060,20150409T000000,416000,3,2,1,0,5,7,1976,0,98010,47.3459,-121.95
7228500560,20150320T000000,410000,4,1,1.5,0,3,7,1904,2005,98122,47.6136,-122.303
326069104,20140701T000000,800000,3,3.5,2,0,3,10,1993,0,98077,47.7641,-122.023
5152100060,20140529T000000,472000,6,2.5,1,0,4,9,1965,0,98003,47.3376,-122.324
3584000310,20141208T000000,225000,3,1.75,1,0,4,7,1968,0,98003,47.3173,-122.319
8150100045,20141001T000000,210000,2,1,1,0,3,6,1940,0,98126,47.5308,-122.376
1868901275,20150127T000000,455000,2,1,1.5,0,2,7,1925,0,98115,47.6727,-122.299
6131600075,20150427T000000,225000,3,1,1,0,4,6,1954,0,98002,47.3221,-122.216
9468200125,20140826T000000,480000,2,1,1,0,4,7,1918,0,98103,47.6779,-122.353
8029510030,20150212T000000,363000,3,2.5,2,0,3,9,1990,0,98023,47.3076,-122.395
2025069065,20140929T000000,2.40E+06,4,2.5,1,1,3,9,2000,0,98074,47.6338,-122.072
7899800890,20150226T000000,181000,2,1.5,1,0,3,6,1954,0,98106,47.5218,-122.357
3021059276,20150314T000000,250000,4,2,1,0,4,7,1976,0,98002,47.2785,-122.213
3797001895,20150422T000000,481000,3,1.75,1,0,4,6,1918,0,98103,47.6846,-122.345
3832710960,20140923T000000,260000,3,2,1,0,4,7,1978,0,98032,47.3656,-122.278
1310430400,20140513T000000,455000,4,2.5,2,0,3,9,2001,0,98058,47.4369,-122.111
1422300030,20150401T000000,415000,3,2.25,2,0,3,8,1991,0,98045,47.4616,-121.711
1105000588,20150421T000000,349500,3,1,1,0,3,7,1953,0,98118,47.5405,-122.27
3830630060,20140929T000000,245000,3,2.5,2,0,3,7,1987,0,98030,47.3507,-122.178
5101404898,20140519T000000,592500,2,2,1.5,0,5,7,1928,0,98115,47.6979,-122.32
7972601890,20141020T000000,385000,4,1.75,1,0,4,7,1955,0,98106,47.5278,-122.345
5127001620,20150211T000000,315000,3,1.75,1,0,4,7,1974,0,98059,47.4756,-122.147
9407100800,20141124T000000,255000,3,1,1,0,3,7,1979,0,98045,47.4437,-121.772
1873100060,20140829T000000,693000,4,2.5,2,0,3,8,2006,0,98052,47.7048,-122.109
8722101360,20141202T000000,780000,3,1,1.5,0,3,8,1911,0,98112,47.6362,-122.302
8644000060,20141024T000000,237000,3,1.75,1,0,4,7,1960,0,98198,47.4207,-122.29
3325069129,20141216T000000,525000,3,2.25,2,0,3,10,1979,0,98074,47.6154,-122.047
1400300055,20150428T000000,425000,2,1,1,0,3,5,1930,0,98144,47.5964,-122.299
2123039032,20141027T000000,369900,1,0.75,1,1,5,5,1936,0,98070,47.4683,-122.438
8078560140,20140519T000000,290000,4,2.5,2,0,4,7,1988,0,98031,47.4045,-122.171
3438500192,20140929T000000,285000,3,1,1,0,3,7,1954,0,98106,47.5544,-122.358
7974200510,20140814T000000,415000,2,1,1,0,3,7,1937,0,98115,47.6802,-122.29
2557000400,20150409T000000,272500,3,2.5,1,0,3,8,1979,0,98023,47.2988,-122.371
7960900060,20150504T000000,2.90E+06,4,3.25,1.5,0,3,11,1982,2008,98004,47.6312,-122.223
4054500390,20141007T000000,1.37E+06,4,4.75,2,0,4,11,1989,0,98077,47.7285,-122.042
6378500125,20150501T000000,436000,2,1,1,0,4,7,1939,0,98133,47.7107,-122.352
1745100140,20141017T000000,210000,3,1,1,0,4,7,1967,0,98003,47.3271,-122.323
2976800796,20140925T000000,236000,3,1,1,0,3,7,1961,0,98178,47.5053,-122.255
4235400186,20141124T000000,331000,3,1.75,1,0,3,7,1954,2003,98199,47.6601,-122.4
4215100060,20150320T000000,365000,3,2.5,2,0,3,8,2006,0,98031,47.4145,-122.166
9189700045,20150127T000000,450000,3,2,1,0,5,8,1960,0,98058,47.4672,-122.165
1126049053,20141113T000000,770000,4,2.75,2,0,3,9,2014,0,98028,47.7618,-122.261
2022069200,20150505T000000,455000,4,2.5,1,0,3,8,1997,0,98038,47.3828,-122.071
9412900055,20150505T000000,405000,3,1.75,1,0,3,6,1908,0,98118,47.5362,-122.268
1722059235,20140703T000000,304900,4,1.75,1,0,4,7,1969,0,98031,47.3954,-122.206
6874200960,20150227T000000,170000,2,1,1,0,3,6,1931,0,98178,47.5048,-122.272
7424700045,20150513T000000,2.05E+06,5,3,2,0,5,9,1905,1994,98122,47.6166,-122.287
7202360350,20140630T000000,780000,4,2.5,2,0,3,9,2005,0,98053,47.6811,-122.025
5634500392,20150410T000000,330000,3,3,1,0,4,8,1988,0,98028,47.7486,-122.23
1509500060,20140905T000000,370000,4,2.5,2,0,3,9,1992,0,98030,47.3846,-122.169
7214810350,20141017T000000,467000,5,2.25,1,0,3,7,1979,0,98072,47.7564,-122.144
6647200060,20150209T000000,405000,3,1.75,1,0,3,7,1980,0,98034,47.7198,-122.193
9552700140,20140702T000000,675000,5,2.25,1,0,3,8,1985,0,98006,47.5461,-122.151
2200500350,20140812T000000,500000,2,1,1,0,4,7,1954,0,98006,47.5712,-122.143
6113400046,20140723T000000,389999,4,2.5,2,0,4,7,1968,0,98166,47.4281,-122.343
6619910140,20150224T000000,630000,4,1.75,1,0,4,8,1975,0,98034,47.7128,-122.223
1115450240,20141022T000000,360000,4,2.5,2,0,3,9,1992,0,98001,47.3341,-122.255
6073240060,20141002T000000,580000,4,3,2,0,3,8,1986,0,98056,47.5399,-122.181
9297300045,20140709T000000,550000,3,2,2,0,5,8,1929,0,98126,47.5717,-122.375
9510920070,20140710T000000,879000,4,2.5,2,0,3,10,1994,0,98075,47.5951,-122.017
5468730030,20140822T000000,265000,3,2,1,0,3,7,1993,0,98042,47.3536,-122.144
